단어,개체명 인식,id
출장간,O,38fgBctBJqg
 ,O,38fgBctBJqg
김에,O,38fgBctBJqg
 ,O,38fgBctBJqg
전부터,O,38fgBctBJqg
 ,O,38fgBctBJqg
궁금했던,O,38fgBctBJqg
 ,O,38fgBctBJqg
대구,B_LOC,38fgBctBJqg
 ,O,38fgBctBJqg
맛집들도,O,38fgBctBJqg
 ,O,38fgBctBJqg
다녀왔어요!,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
떡볶이,O,38fgBctBJqg
 ,O,38fgBctBJqg
매니아,O,38fgBctBJqg
는,O,38fgBctBJqg
 ,O,38fgBctBJqg
특히,O,38fgBctBJqg
 ,O,38fgBctBJqg
즐거웠던,O,38fgBctBJqg
 ,O,38fgBctBJqg
시간이고요.,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
먹기만,O,38fgBctBJqg
 ,O,38fgBctBJqg
하고,O,38fgBctBJqg
 ,O,38fgBctBJqg
"왔지만,",O,38fgBctBJqg
 ,O,38fgBctBJqg
다음에,O,38fgBctBJqg
 ,O,38fgBctBJqg
가면,O,38fgBctBJqg
 ,O,38fgBctBJqg
더,O,38fgBctBJqg
 ,O,38fgBctBJqg
먹고,O,38fgBctBJqg
 ,O,38fgBctBJqg
오겠다고,O,38fgBctBJqg
 ,O,38fgBctBJqg
결심하며,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
집에,O,38fgBctBJqg
 ,O,38fgBctBJqg
왔어요.,O,38fgBctBJqg
 ,O,38fgBctBJqg
하하하,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
???????????????????,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
FAQ,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
발음이,O,38fgBctBJqg
 ,O,38fgBctBJqg
왜,O,38fgBctBJqg
 ,O,38fgBctBJqg
그런가요?,O,38fgBctBJqg
 ,O,38fgBctBJqg
:,O,38fgBctBJqg
 ,O,38fgBctBJqg
제가,O,38fgBctBJqg
 ,O,38fgBctBJqg
혀,O,38fgBctBJqg
가,O,38fgBctBJqg
 ,O,38fgBctBJqg
짧아서,O,38fgBctBJqg
 ,O,38fgBctBJqg
발음이,O,38fgBctBJqg
 ,O,38fgBctBJqg
부정확합니다.,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
폰트,O,38fgBctBJqg
 ,O,38fgBctBJqg
정보,O,38fgBctBJqg
 ,O,38fgBctBJqg
:,O,38fgBctBJqg
 ,O,38fgBctBJqg
헤움,O,38fgBctBJqg
 ,O,38fgBctBJqg
디자인,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
*영상과,O,38fgBctBJqg
 ,O,38fgBctBJqg
상관없는,O,38fgBctBJqg
 ,O,38fgBctBJqg
댓글이나,O,38fgBctBJqg
 ,O,38fgBctBJqg
발음과,O,38fgBctBJqg
 ,O,38fgBctBJqg
관련된,O,38fgBctBJqg
 ,O,38fgBctBJqg
댓글은,O,38fgBctBJqg
 ,O,38fgBctBJqg
삭제합니다.,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
*영상에,O,38fgBctBJqg
 ,O,38fgBctBJqg
나오는,O,38fgBctBJqg
 ,O,38fgBctBJqg
모든,O,38fgBctBJqg
 ,O,38fgBctBJqg
제품은,O,38fgBctBJqg
 ,O,38fgBctBJqg
직접,O,38fgBctBJqg
 ,O,38fgBctBJqg
구입합니다.,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
#,O,38fgBctBJqg
maji,O,38fgBctBJqg
 ,O,38fgBctBJqg
마지,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
instagram,O,38fgBctBJqg
 ,O,38fgBctBJqg
:,O,38fgBctBJqg
https,O,38fgBctBJqg
://,O,38fgBctBJqg
www,O,38fgBctBJqg
.instagram.com/kirakira83,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,38fgBctBJqg
email,O,38fgBctBJqg
 ,O,38fgBctBJqg
:,O,38fgBctBJqg
 ,O,38fgBctBJqg
kirakira83@naver,O,38fgBctBJqg
.com,O,38fgBctBJqg
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
?,O,8BrBPt7de24
 ,O,8BrBPt7de24
채널구독,O,8BrBPt7de24
 ,O,8BrBPt7de24
Subscribe,O,8BrBPt7de24
 ,O,8BrBPt7de24
→,O,8BrBPt7de24
 ,O,8BrBPt7de24
http://bit,O,8BrBPt7de24
.ly/1NhqAO6,O,8BrBPt7de24
ㅡㅡㅡ,ㅡㅡㅡ,8BrBPt7de24
?시니,O,8BrBPt7de24
 ,O,8BrBPt7de24
인스타그램,O,8BrBPt7de24
→,O,8BrBPt7de24
 ,O,8BrBPt7de24
instagram,O,8BrBPt7de24
 ,O,8BrBPt7de24
:,O,8BrBPt7de24
 ,O,8BrBPt7de24
https:,O,8BrBPt7de24
//,O,8BrBPt7de24
instagram.com/sini_ck,O,8BrBPt7de24
ㅡㅡㅡ,ㅡㅡㅡ,8BrBPt7de24
?,O,8BrBPt7de24
시,O,8BrBPt7de24
시,O,8BrBPt7de24
자매,O,8BrBPt7de24
 ,O,8BrBPt7de24
유튜브,O,8BrBPt7de24
 ,O,8BrBPt7de24
구독→,O,8BrBPt7de24
http:,O,8BrBPt7de24
//bitly.kr/Hr9YFWl,O,8BrBPt7de24
ㅡㅡㅡ,ㅡㅡㅡ,8BrBPt7de24
#시니sini,O,8BrBPt7de24
 ,O,8BrBPt7de24
#,O,8BrBPt7de24
대구,B_LOC,8BrBPt7de24
먹방여행,O,8BrBPt7de24
 ,O,8BrBPt7de24
#국내여행,O,8BrBPt7de24
ㅡㅡㅡ,ㅡㅡㅡ,8BrBPt7de24
제,O,8BrBPt7de24
 ,O,8BrBPt7de24
영상,O,8BrBPt7de24
 ,O,8BrBPt7de24
봐주셔서,O,8BrBPt7de24
 ,O,8BrBPt7de24
감사합니다,O,8BrBPt7de24
 ,O,8BrBPt7de24
:-),O,8BrBPt7de24
ㅡㅡㅡ,ㅡㅡㅡ,8BrBPt7de24
일어,O,8BrBPt7de24
 ,O,8BrBPt7de24
자막,O,8BrBPt7de24
 ,O,8BrBPt7de24
번역,O,8BrBPt7de24
 ,O,8BrBPt7de24
도와주신분,O,8BrBPt7de24
 ,O,8BrBPt7de24
-,O,8BrBPt7de24
 ,O,8BrBPt7de24
우진,O,8BrBPt7de24
님,O,8BrBPt7de24
ㅡㅡㅡ,ㅡㅡㅡ,8BrBPt7de24
영어,O,8BrBPt7de24
 ,O,8BrBPt7de24
자막,O,8BrBPt7de24
 ,O,8BrBPt7de24
번역,O,8BrBPt7de24
 ,O,8BrBPt7de24
도와주신분,O,8BrBPt7de24
 ,O,8BrBPt7de24
-,O,8BrBPt7de24
 ,O,8BrBPt7de24
수민,O,8BrBPt7de24
님,O,8BrBPt7de24
ㅡㅡㅡ,ㅡㅡㅡ,8BrBPt7de24
자막,O,8BrBPt7de24
 ,O,8BrBPt7de24
번역,O,8BrBPt7de24
 ,O,8BrBPt7de24
도와주기,O,8BrBPt7de24
 ,O,8BrBPt7de24
:,O,8BrBPt7de24
 ,O,8BrBPt7de24
http,O,8BrBPt7de24
://,O,8BrBPt7de24
www,O,8BrBPt7de24
.youtube.com/,O,8BrBPt7de24
timedtext_cs_panel?c=UCTXuCSZxMDaneK7t6DVs21g,O,8BrBPt7de24
&tab=,O,8BrBPt7de24
2,O,8BrBPt7de24
ㅡㅡㅡ,ㅡㅡㅡ,8BrBPt7de24
Unauthorized,O,8BrBPt7de24
 ,O,8BrBPt7de24
communication,O,8BrBPt7de24
 ,O,8BrBPt7de24
or,O,8BrBPt7de24
 ,O,8BrBPt7de24
distribution,O,8BrBPt7de24
ㅡㅡㅡ,ㅡㅡㅡ,8BrBPt7de24
of,O,8BrBPt7de24
 ,O,8BrBPt7de24
all,O,8BrBPt7de24
 ,O,8BrBPt7de24
videos,O,8BrBPt7de24
 ,O,8BrBPt7de24
is,O,8BrBPt7de24
 ,O,8BrBPt7de24
strictly,O,8BrBPt7de24
