단어,개체명 인식,id,***
코로나,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
때문에,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
힘든시기인데,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
오랜만에,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
조심조심히,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
바람쐬러,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
다녀왔어요,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
??,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
단양,B_LOC,4Esv5VIbxc0,
하면,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
액티비티를,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
꽤,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
하고,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
오시던데,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
저는,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
패러글라,O,4Esv5VIbxc0,
이딩,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
구경만하고,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
먹으러,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
다녀왔네욤ㅎㅎㅎ,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
이번에도,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
많이,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
먹고,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
힐링하고,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
왔습니다!,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
#,O,4Esv5VIbxc0,
단양,B_LOC,4Esv5VIbxc0,
맛집,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
#,O,4Esv5VIbxc0,
단양,B_LOC,4Esv5VIbxc0,
카페,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
#,O,4Esv5VIbxc0,
단양구경시장,B_TOR,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
음악:,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
Another,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
time,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
음악가,O,4Esv5VIbxc0,
:,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
LiQWYD,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
음악:,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
Lifes,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
alr,O,4Esv5VIbxc0,
ight,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
음악가,O,4Esv5VIbxc0,
:,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
Silicon Estate,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
음악:,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
Boardwalk,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
음악가,O,4Esv5VIbxc0,
:,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
Silicon Estate,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
음악:,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
next,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
to,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
you,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,4Esv5VIbxc0,
음악가,O,4Esv5VIbxc0,
:,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
Silicon Estate,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
#,O,adjMiqFKdbQ,
단양,B_LOC,adjMiqFKdbQ,
패러글라이딩,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
#,O,adjMiqFKdbQ,
단양,B_LOC,adjMiqFKdbQ,
1박2일,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
#국내여행브이로그,O,adjMiqFKdbQ,
ㅡㅡㅡ,ㅡㅡㅡ,adjMiqFKdbQ,
?영상은,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
고화질로(,O,adjMiqFKdbQ,
1080p,O,adjMiqFKdbQ,
),O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
보시면,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
더,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
선명해요,O,adjMiqFKdbQ,
ㅡㅡㅡ,ㅡㅡㅡ,adjMiqFKdbQ,
?,O,adjMiqFKdbQ,
Camera,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
-,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
Iphone11pro,O,adjMiqFKdbQ,
ㅡㅡㅡ,ㅡㅡㅡ,adjMiqFKdbQ,
??이졔,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
Insta,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
:,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
http,O,adjMiqFKdbQ,
://,O,adjMiqFKdbQ,
www.instagram.com/leejae_1129,O,adjMiqFKdbQ,
ㅡㅡㅡ,ㅡㅡㅡ,adjMiqFKdbQ,
??제리,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
Insta,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
:,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
http,O,adjMiqFKdbQ,
://,O,adjMiqFKdbQ,
www.instagram.com/shiba_jerry,O,adjMiqFKdbQ,
ㅡㅡㅡ,ㅡㅡㅡ,adjMiqFKdbQ,
안녕하세요!,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
이번,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
영상은,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
