단어,개체명 인식,id
안녕하세요,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
애프터스쿨,O,Dzr4VQBvHx0
과,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
프로듀스 48,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
출신,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
이가은,O,Dzr4VQBvHx0
의,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
전라남도,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
순천,B_LOC,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
랜선여행입니다.,O,Dzr4VQBvHx0
ㅡㅡㅡ,ㅡㅡㅡ,Dzr4VQBvHx0
이가은,O,Dzr4VQBvHx0
과,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
함께,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
떠나는,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
전남,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
여행,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
시작해볼까요~~~???,O,Dzr4VQBvHx0
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
#,O,kBJdsHuut6U
인싸갑,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
#,O,kBJdsHuut6U
SF9,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
#,O,kBJdsHuut6U
한국관광공사,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
인싸갑,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
인싸,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
여행,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
시리즈,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
마지막!,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
★,O,kBJdsHuut6U
SF9,O,kBJdsHuut6U
과,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
뉴트로,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
감성,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
여행★,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
간단하게,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
"말할게,",O,kBJdsHuut6U
 ,O,kBJdsHuut6U
순천,B_LOC,kBJdsHuut6U
편,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
꿀잼이니까,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
보러,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
온나~,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
완전,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
',O,kBJdsHuut6U
친구,O,kBJdsHuut6U
',O,kBJdsHuut6U
 ,O,kBJdsHuut6U
먹은,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
SF9,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
인성,O,kBJdsHuut6U
",",O,kBJdsHuut6U
 ,O,kBJdsHuut6U
재윤,O,kBJdsHuut6U
&,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
갑수형,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
함께,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
있을,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
"때,",O,kBJdsHuut6U
 ,O,kBJdsHuut6U
우린,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
아무것도,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
두려울,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
것이,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
없었다!,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
끝나지,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
않는,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
"먹방,",O,kBJdsHuut6U
 ,O,kBJdsHuut6U
"겜방,",O,kBJdsHuut6U
 ,O,kBJdsHuut6U
술방(?)...,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
마이,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
무겄다,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
"아이가,",O,kBJdsHuut6U
 ,O,kBJdsHuut6U
고마해라~,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
뉴ㅡ트로,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
감성으로,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
도배한,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
인싸,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
여행,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
마지막,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
이야기,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
이틀 동안,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
정든,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
인성이,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
재윤,O,kBJdsHuut6U
이,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
1,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
뭐,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
해?,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
보고싶다,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
1,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
톡,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
줘....,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
명품,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
배우,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
김갑수,O,kBJdsHuut6U
의,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
인싸,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
되기,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
챌린지!,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,kBJdsHuut6U
[,O,kBJdsHuut6U
인싸갑,O,kBJdsHuut6U
],O,kBJdsHuut6U
 ,O,kBJdsHuut6U
매주,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
금요일,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
7시,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
업로드,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
"Hello,",O,Nm9d_AVWXrA
ㅡㅡㅡ,ㅡㅡㅡ,Nm9d_AVWXrA
Jinny Jeong,O,Nm9d_AVWXrA
입니다,O,Nm9d_AVWXrA
ㅡㅡㅡ,ㅡㅡㅡ,Nm9d_AVWXrA
이번 주 주말,O,Nm9d_AVWXrA
에는,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
할머니,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
댁에,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
갔다,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
왔어요,O,Nm9d_AVWXrA
ㅡㅡㅡ,ㅡㅡㅡ,Nm9d_AVWXrA
할모니,O,Nm9d_AVWXrA
가,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
너무,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
보고싶어서,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
평일,O,Nm9d_AVWXrA
에,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
가족,O,Nm9d_AVWXrA
