단어,개체명 인식,id
안녕하세요.,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
바플릭스,O,P7QLfnx6B5M
입니다.,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
이번,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
여행은,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
동해,B_LOC,P7QLfnx6B5M
바다로,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
떠난,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
모토피크닉,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
영상입니다.,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
RS,O,P7QLfnx6B5M
와는,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
처음,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
모토피크닉을,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
다녀왔네요.,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
해변,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
앞,O,P7QLfnx6B5M
에서,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
준비해간,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
음식도,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
만들어,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
먹고,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
차,O,P7QLfnx6B5M
도,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
마시며,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
편안하게,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
쉬다왔습니다.,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
그럼,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
여러분도,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
편안하게,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
시청해주세요^^,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
감사합니다.,O,P7QLfnx6B5M
