단어,개체명 인식,id,***
안녕하세요,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
소희리야,O,glZYmHMgkko,
입니다??,O,glZYmHMgkko,
ㅡㅡㅡ,ㅡㅡㅡ,glZYmHMgkko,
울산,B_LOC,glZYmHMgkko,
여행,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
브이로그,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
2일차,O,glZYmHMgkko,
입니다!,O,glZYmHMgkko,
ㅡㅡㅡ,ㅡㅡㅡ,glZYmHMgkko,
너무,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
만족스러웠던,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
울산,B_LOC,glZYmHMgkko,
여행??,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
저는,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
특히,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
2일차,O,glZYmHMgkko,
때,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
울산,B_LOC,glZYmHMgkko,
이,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
이렇게,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
좋구나,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
라는,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
생각이,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
들었는데요!,O,glZYmHMgkko,
ㅡㅡㅡ,ㅡㅡㅡ,glZYmHMgkko,
??제가,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
느낀,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
울산,B_LOC,glZYmHMgkko,
의,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
가장,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
큰,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
매력포인트는,O,glZYmHMgkko,
ㅡㅡㅡ,ㅡㅡㅡ,glZYmHMgkko,
1,O,glZYmHMgkko,
.,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
해외,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
휴양지st,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
가득,O,glZYmHMgkko,
ㅡㅡㅡ,ㅡㅡㅡ,glZYmHMgkko,
2,O,glZYmHMgkko,
.한적하고,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
쾌적함,O,glZYmHMgkko,
ㅡㅡㅡ,ㅡㅡㅡ,glZYmHMgkko,
3,O,glZYmHMgkko,
.뷰맛집,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
대형,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
카페,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
다수,O,glZYmHMgkko,
ㅡㅡㅡ,ㅡㅡㅡ,glZYmHMgkko,
4,O,glZYmHMgkko,
.싱싱한,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
해산물,O,glZYmHMgkko,
ㅡㅡㅡ,ㅡㅡㅡ,glZYmHMgkko,
5,O,glZYmHMgkko,
.,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
볼거리,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
가득,O,glZYmHMgkko,
