단어,개체명 인식,id
쩝쩝,O,_2C8E7T6sTk
박사,O,_2C8E7T6sTk
의,O,_2C8E7T6sTk
 ,O,_2C8E7T6sTk
2박3일,O,_2C8E7T6sTk
 ,O,_2C8E7T6sTk
먹으려고,O,_2C8E7T6sTk
 ,O,_2C8E7T6sTk
간,O,_2C8E7T6sTk
 ,O,_2C8E7T6sTk
부산,B_LOC,_2C8E7T6sTk
 ,O,_2C8E7T6sTk
여행,O,_2C8E7T6sTk
 ,O,_2C8E7T6sTk
힐링,O,_2C8E7T6sTk
 ,O,_2C8E7T6sTk
브이로그,O,_2C8E7T6sTk
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
[sub/VLOG,O,viBJhg6MUHo
]??첫,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
혼자,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
여행!,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
2박 3일,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
부산,B_LOC,viBJhg6MUHo
 ,O,viBJhg6MUHo
여행,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
브이로그,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
|,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
구독자,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
이벤트,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
|,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
광안리,B_TOR,viBJhg6MUHo
",",O,viBJhg6MUHo
 ,O,viBJhg6MUHo
"소품샵,",O,viBJhg6MUHo
 ,O,viBJhg6MUHo
"혼술,",O,viBJhg6MUHo
 ,O,viBJhg6MUHo
돼지국밥,O,viBJhg6MUHo
",",O,viBJhg6MUHo
 ,O,viBJhg6MUHo
"카페투어,",O,viBJhg6MUHo
 ,O,viBJhg6MUHo
맛집투어,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
|,O,viBJhg6MUHo
 ,O,viBJhg6MUHo
mukbang vlog,O,viBJhg6MUHo
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
sub?,O,JR0x7Qsn3aw
 ,O,JR0x7Qsn3aw
나,O,JR0x7Qsn3aw
 ,O,JR0x7Qsn3aw
혼자하는,O,JR0x7Qsn3aw
 ,O,JR0x7Qsn3aw
느린,O,JR0x7Qsn3aw
 ,O,JR0x7Qsn3aw
부산,B_LOC,JR0x7Qsn3aw
여행,O,JR0x7Qsn3aw
 ,O,JR0x7Qsn3aw
vlog,O,JR0x7Qsn3aw
 ,O,JR0x7Qsn3aw
|,O,JR0x7Qsn3aw
 ,O,JR0x7Qsn3aw
오후일기,O,JR0x7Qsn3aw
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
(SUB),O,chk2fNP2L_k
 ,O,chk2fNP2L_k
[동거커플vlog,O,chk2fNP2L_k
],O,chk2fNP2L_k
 ,O,chk2fNP2L_k
자고있는,O,chk2fNP2L_k
 ,O,chk2fNP2L_k
여친,O,chk2fNP2L_k
 ,O,chk2fNP2L_k
깨워서,O,chk2fNP2L_k
 ,O,chk2fNP2L_k
데이트,O,chk2fNP2L_k
 ,O,chk2fNP2L_k
가기,O,chk2fNP2L_k
 ,O,chk2fNP2L_k
|,O,chk2fNP2L_k
 ,O,chk2fNP2L_k
부산,B_LOC,chk2fNP2L_k
 ,O,chk2fNP2L_k
광안리,B_TOR,chk2fNP2L_k
 ,O,chk2fNP2L_k
브이로그?,O,chk2fNP2L_k
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
SUB,O,uB2W_BKg9tc
),O,uB2W_BKg9tc
_게이커플,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
부산,B_LOC,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
여행,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
브이로그,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
gay,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
couple,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
travel,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
vlog,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
_Gay,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
short,O,uB2W_BKg9tc
 ,O,uB2W_BKg9tc
films_,O,uB2W_BKg9tc
게이단편영화,O,uB2W_BKg9tc
_Gay movie,O,uB2W_BKg9tc
_BL,O,uB2W_BKg9tc
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
광안리,B_TOR,f-U5idFoQeU
 ,O,f-U5idFoQeU
핫플만,O,f-U5idFoQeU
 ,O,f-U5idFoQeU
골라본,O,f-U5idFoQeU
 ,O,f-U5idFoQeU
부산,B_LOC,f-U5idFoQeU
여행,O,f-U5idFoQeU
 ,O,f-U5idFoQeU
브이로그,O,f-U5idFoQeU
 ,O,f-U5idFoQeU
