단어,개체명 인식,id,***
-----------------------------------------------------------,O,OnefBkS-osM,
ㅡㅡㅡ,ㅡㅡㅡ,OnefBkS-osM,
instagram,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
@,O,OnefBkS-osM,
maellenge,O,OnefBkS-osM,
ㅡㅡㅡ,ㅡㅡㅡ,OnefBkS-osM,
e-mail:,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
ereerer14,O,OnefBkS-osM,
@gmail,O,OnefBkS-osM,
.co,O,OnefBkS-osM,
m,O,OnefBkS-osM,
ㅡㅡㅡ,ㅡㅡㅡ,OnefBkS-osM,
-----------------------------------------------------------,O,OnefBkS-osM,
ㅡㅡㅡ,ㅡㅡㅡ,OnefBkS-osM,
#빵순이출격,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
#입터뜨림,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
#,O,OnefBkS-osM,
청주,B_LOC,OnefBkS-osM,
여행,O,OnefBkS-osM,
ㅡㅡㅡ,ㅡㅡㅡ,OnefBkS-osM,
안녕하세요,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
여러분-??,O,OnefBkS-osM,
ㅡㅡㅡ,ㅡㅡㅡ,OnefBkS-osM,
먹는,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
것도,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
"역대급,",O,OnefBkS-osM,
 ,O,OnefBkS-osM,
운동도,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
역대급이었던,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
브이로그입니다.,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
얼떨결에,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
가게,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
된,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
청주,B_LOC,OnefBkS-osM,
"인데,",O,OnefBkS-osM,
 ,O,OnefBkS-osM,
청주,B_LOC,OnefBkS-osM,
가,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
이렇게,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
재밌고,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
맛있는,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
도시인,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
걸,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
처음,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
알았지,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
뭐에요?,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
ㅎㅎㅎ,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
개인적으로,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
하,O,OnefBkS-osM,
체운동(,O,OnefBkS-osM,
1:02:32,O,OnefBkS-osM,
),O,OnefBkS-osM,
 ,O,OnefBkS-osM,
루틴,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
꼭,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
참고하셔서,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
해보시면,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
좋을,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
것,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
같아요,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
진짜,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
"역대급,,,??",O,OnefBkS-osM,
 ,O,OnefBkS-osM,
ㅎㅎㅎ,O,OnefBkS-osM,
ㅡㅡㅡ,ㅡㅡㅡ,OnefBkS-osM,
원래,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
어제,O,OnefBkS-osM,
(,O,OnefBkS-osM,
월요일,O,OnefBkS-osM,
),O,OnefBkS-osM,
 ,O,OnefBkS-osM,
짠-,O,OnefBkS-osM,
 ,O,OnefBkS-osM,
