단어,개체명 인식,id,***
나혼자,O,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
광주,B_LOC,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
뚜벅이,O,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
여행,O,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
브이로그,O,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
-,O,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
국립아시아문화전당,B_TOR,RsnpHa5Gfxg,
",",O,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
동명동,B_LOC,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
"카페거리,",O,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
궁전제과,B_CAF,RsnpHa5Gfxg,
",",O,RsnpHa5Gfxg,
 ,O,RsnpHa5Gfxg,
솔밭솥밥,B_RES,RsnpHa5Gfxg,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
[Vlog_브이로그],O,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
프로야구,O,YnTXW8nLQLc,
?,O,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
9년차,O,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
팬,O,YnTXW8nLQLc,
의,O,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
광주,B_LOC,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
첫,O,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
방문기??(with,O,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
광주,B_LOC,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
맛집)/#,O,YnTXW8nLQLc,
챔피언스필드,B_TOR,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
#,O,YnTXW8nLQLc,
광주,O,YnTXW8nLQLc,
맛집,O,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
#,O,YnTXW8nLQLc,
나주,O,YnTXW8nLQLc,
곰탕,O,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
#,O,YnTXW8nLQLc,
궁전제과,B_RES,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
#,O,YnTXW8nLQLc,
일미분식,B_RES,YnTXW8nLQLc,
 ,O,YnTXW8nLQLc,
#,O,YnTXW8nLQLc,
왕뼈사랑,B_RES,YnTXW8nLQLc,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
광주,B_LOC,cBX_pNdcv84,
 ,O,cBX_pNdcv84,
브이로그,O,cBX_pNdcv84,
 ,O,cBX_pNdcv84,
I,O,cBX_pNdcv84,
무등산,B_TOR,cBX_pNdcv84,
 ,O,cBX_pNdcv84,
I,O,cBX_pNdcv84,
네이버파트너스퀘,O,cBX_pNdcv84,
어,O,cBX_pNdcv84,
 ,O,cBX_pNdcv84,
I,O,cBX_pNdcv84,
광주,B_LOC,cBX_pNdcv84,
맛집,O,cBX_pNdcv84,
 ,O,cBX_pNdcv84,
I,O,cBX_pNdcv84,
광주,B_LOC,cBX_pNdcv84,
동명동,B_LOC,cBX_pNdcv84,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
VLOG,O,0KBwRARwPXo,
 ,O,0KBwRARwPXo,
_,O,0KBwRARwPXo,
 ,O,0KBwRARwPXo,
일상,O,0KBwRARwPXo,
 ,O,0KBwRARwPXo,
브이로그,O,0KBwRARwPXo,
 ,O,0KBwRARwPXo,
[,O,0KBwRARwPXo,
광주,B_LOC,0KBwRARwPXo,
 ,O,0KBwRARwPXo,
카페,O,0KBwRARwPXo,
 ,O,0KBwRARwPXo,
/,O,0KBwRARwPXo,
 ,O,0KBwRARwPXo,
목포,O,0KBwRARwPXo,
카페,O,0KBwRARwPXo,
 ,O,0KBwRARwPXo,
/,O,0KBwRARwPXo,
