단어,개체명 인식,id,***
울산,B_LOC,glZYmHMgkko,
여행,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
브이로그,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
/,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
해외,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
휴양지st,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
여행코스,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
추천,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
/,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
울산,B_LOC,glZYmHMgkko,
 ,O,glZYmHMgkko,
뷰맛집,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
핫플,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
뿌시기,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
성공,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
/,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
꼭,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
가봐야할,O,glZYmHMgkko,
 ,O,glZYmHMgkko,
국내여행지추천,O,glZYmHMgkko,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
누가,O,xWGuFSavx6o,
 ,O,xWGuFSavx6o,
울산,B_LOC,xWGuFSavx6o,
을,O,xWGuFSavx6o,
 ,O,xWGuFSavx6o,
노잼시티라고,O,xWGuFSavx6o,
 ,O,xWGuFSavx6o,
했던가..!,O,xWGuFSavx6o,
 ,O,xWGuFSavx6o,
힙하게,O,xWGuFSavx6o,
 ,O,xWGuFSavx6o,
울산,B_LOC,xWGuFSavx6o,
여행,O,xWGuFSavx6o,
 ,O,xWGuFSavx6o,
VLOG,O,xWGuFSavx6o,
 ,O,xWGuFSavx6o,
I,O,xWGuFSavx6o,
 ,O,xWGuFSavx6o,
일산지,B_TOR,xWGuFSavx6o,
",",O,xWGuFSavx6o,
 ,O,xWGuFSavx6o,
