단어,개체명 인식,id,***
[VLOG],O,h1x5PEe2Mv4,
스타필드,B_TOR,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
스포츠몬스터,B_TOR,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
정복하기!!,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
|,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
하남스타필드,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
|,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
고양스타필드,B_TOR,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
|,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
스포츠몬스터,B_TOR,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
|,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
개꿀잼브이로그,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
|,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
커플브이로그,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
|,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
휴일브이로그,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
|,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
직장인연차,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
|,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
블로,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
|,O,h1x5PEe2Mv4,
 ,O,h1x5PEe2Mv4,
VLLO,O,h1x5PEe2Mv4,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
[vlog],O,sbI1aE8BG98,
 ,O,sbI1aE8BG98,
이케아,B_TOR,sbI1aE8BG98,
 ,O,sbI1aE8BG98,
브이로그,O,sbI1aE8BG98,
 ,O,sbI1aE8BG98,
|,O,sbI1aE8BG98,
 ,O,sbI1aE8BG98,
쇼핑,O,sbI1aE8BG98,
 ,O,sbI1aE8BG98,
브이로그,O,sbI1aE8BG98,
 ,O,sbI1aE8BG98,
(,O,sbI1aE8BG98,
이케아 고양점,B_TOR,sbI1aE8BG98,
 ,O,sbI1aE8BG98,
첫,O,sbI1aE8BG98,
 ,O,sbI1aE8BG98,
방문기),O,sbI1aE8BG98,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
보안팀은,O,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
쇼핑몰에서,O,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
길,O,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
안,O,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
잃어버리나요?,O,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
스타필드,B_TOR,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
직원,O,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
브이로그,O,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
|,O,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
#,O,f5YxtVP4y_o,
스타필드고양,B_TOR,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
#,O,f5YxtVP4y_o,
보안요원,O,f5YxtVP4y_o,
 ,O,f5YxtVP4y_o,
#브이로그,O,f5YxtVP4y_o,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
VLOG,O,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
이케아,B_TOR,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
브이로그ㅣ,O,Btzl7cQMwJw,
고양,B_LOC,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
이케아,B_TOR,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
"쇼핑,",O,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
"푸드코트,",O,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
"인테리어,",O,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
"자취템,",O,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
소주잔,O,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
구매ㅣ자취,O,Btzl7cQMwJw,
 ,O,Btzl7cQMwJw,
브이로그,O,Btzl7cQMwJw,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
[브이로그],O,XXf1ORS1les,
 ,O,XXf1ORS1les,
평범한,O,XXf1ORS1les,
 ,O,XXf1ORS1les,
일상,O,XXf1ORS1les,
 ,O,XXf1ORS1les,
"vlog,",O,XXf1ORS1les,
 ,O,XXf1ORS1les,
엽기,O,XXf1ORS1les,
떡볶이,O,XXf1ORS1les,
",",O,XXf1ORS1les,
 ,O,XXf1ORS1les,
고양,B_LOC,XXf1ORS1les,
 ,O,XXf1ORS1les,
이케아,B_TOR,XXf1ORS1les,
 ,O,XXf1ORS1les,
"환불,",O,XXf1ORS1les,
 ,O,XXf1ORS1les,
"카페,",O,XXf1ORS1les,
 ,O,XXf1ORS1les,
강아지,O,XXf1ORS1les,
와,O,XXf1ORS1les,
 ,O,XXf1ORS1les,
산책,O,XXf1ORS1les,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
[잼잼,O,ZHV7peNty3o,
커플,O,ZHV7peNty3o,
],O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
고양,B_LOC,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
이케아,B_TOR,ZHV7peNty3o,
(,O,ZHV7peNty3o,
IKEA,O,ZHV7peNty3o,
),O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
데이트,O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
브이로그(Vlog),O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
l,O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
독립,O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
준비,O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
l,O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
이사,O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
준비,O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
l,O,ZHV7peNty3o,
 ,O,ZHV7peNty3o,
집꾸미기,O,ZHV7peNty3o,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
IKEA,O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
가는,O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
"길,",O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
이케아,B_TOR,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
고양,B_LOC,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
"주차장,",O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
"초보운전브이로그,",O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
무,O,NXWxtBa-aDo,
면허자와,O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
장농면허,O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
그리고,O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
운전경력,O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
40년,O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
가족,O,NXWxtBa-aDo,
",",O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
"운전면허,",O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
자숙하고,O,NXWxtBa-aDo,
 ,O,NXWxtBa-aDo,
돌아올게여,O,NXWxtBa-aDo,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
VLOG,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
일상,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
브이로그,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
&amp;,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
데이트,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
브이로그,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
:,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
고양,B_LOC,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
이케아,B_TOR,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
쇼핑,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
/,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
파주,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
맛집,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
/,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
한강,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
드라이브,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
/,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
치킨,O,nG0yNJl6Lcw,
먹방,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
/,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
BHC 뿌링클,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
/,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
이케아,B_TOR,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
가구,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
조립,O,nG0yNJl6Lcw,
 ,O,nG0yNJl6Lcw,
/,O,nG0yNJl6Lcw,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
휴직,O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
브이로그,O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
||,O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
송도,O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
오라카이 호텔,O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
호캉스하고,O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
고양,B_LOC,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
이케아,B_TOR,PAHMg-8oNVk,
?,O,PAHMg-8oNVk,
고양,B_LOC,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
스타필드,B_TOR,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
다녀온,O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
"일상,",O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
랜선,O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
벚꽃,O,PAHMg-8oNVk,
 ,O,PAHMg-8oNVk,
놀이해요??,O,PAHMg-8oNVk,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
[Vlog],O,rxMgEHoxSgU,
 ,O,rxMgEHoxSgU,
일상,O,rxMgEHoxSgU,
 ,O,rxMgEHoxSgU,
브이로그,O,rxMgEHoxSgU,
 ,O,rxMgEHoxSgU,
-,O,rxMgEHoxSgU,
 ,O,rxMgEHoxSgU,
이케아,B_TOR,rxMgEHoxSgU,
 ,O,rxMgEHoxSgU,
고양,B_LOC,rxMgEHoxSgU,
 ,O,rxMgEHoxSgU,
/,O,rxMgEHoxSgU,
 ,O,rxMgEHoxSgU,
IKEA,O,rxMgEHoxSgU,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
vlog,O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
|,O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
직딩,O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
휴무,O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
브이로그??,O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
|,O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
고양,B_LOC,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
이케아,B_TOR,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
드라이브,O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
"??,",O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
설날,O,_apa8Ye7GQ8,
"??,",O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
발렌타인데이,O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
"데이트??,",O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
친구,O,_apa8Ye7GQ8,
들과,O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
"우정다지기??,",O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
롯데시네마 씨네컴포트,O,_apa8Ye7GQ8,
",",O,_apa8Ye7GQ8,
 ,O,_apa8Ye7GQ8,
딸기,O,_apa8Ye7GQ8,
??????,O,_apa8Ye7GQ8,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
일상브이로,O,LQPd-rMc6I8,
그(Eng)|,O,LQPd-rMc6I8,
청년다방,O,LQPd-rMc6I8,
",",O,LQPd-rMc6I8,
 ,O,LQPd-rMc6I8,
고양 스타필드,B_TOR,LQPd-rMc6I8,
",",O,LQPd-rMc6I8,
 ,O,LQPd-rMc6I8,
비건 고수파운드,O,LQPd-rMc6I8,
",",O,LQPd-rMc6I8,
 ,O,LQPd-rMc6I8,
소이연남,B_RES,LQPd-rMc6I8,
",",O,LQPd-rMc6I8,
 ,O,LQPd-rMc6I8,
감성타코,B_RES,LQPd-rMc6I8,
...,O,LQPd-rMc6I8,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
[,O,13cpYnqA0P0,
오늘,O,13cpYnqA0P0,
은],O,13cpYnqA0P0,
 ,O,13cpYnqA0P0,
네번째,O,13cpYnqA0P0,
 ,O,13cpYnqA0P0,
브이로그,O,13cpYnqA0P0,
 ,O,13cpYnqA0P0,
#,O,13cpYnqA0P0,
고양스타필드,B_TOR,13cpYnqA0P0,
 ,O,13cpYnqA0P0,
나들이/,O,13cpYnqA0P0,
스타필드,B_TOR,13cpYnqA0P0,
 ,O,13cpYnqA0P0,
갈고양,O,13cpYnqA0P0,
 ,O,13cpYnqA0P0,
vlog,O,13cpYnqA0P0,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
VL,O,zhGZdIqOnqE,
OG,O,zhGZdIqOnqE,
 ,O,zhGZdIqOnqE,
|,O,zhGZdIqOnqE,
 ,O,zhGZdIqOnqE,
쿠조,O,zhGZdIqOnqE,
 ,O,zhGZdIqOnqE,
일상,O,zhGZdIqOnqE,
 ,O,zhGZdIqOnqE,
브이로그.,O,zhGZdIqOnqE,
 ,O,zhGZdIqOnqE,
이케아 고양점,B_TOR,zhGZdIqOnqE,
 ,O,zhGZdIqOnqE,
이케아,B_TOR,zhGZdIqOnqE,
 ,O,zhGZdIqOnqE,
카페,O,zhGZdIqOnqE,
 ,O,zhGZdIqOnqE,
인테리어,O,zhGZdIqOnqE,
 ,O,zhGZdIqOnqE,
집꾸미기,O,zhGZdIqOnqE,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
이케아,B_TOR,JTEwEhYLgX4,
_,O,JTEwEhYLgX4,
고양,B_LOC,JTEwEhYLgX4,
 ,O,JTEwEhYLgX4,
IKEA,O,JTEwEhYLgX4,
 ,O,JTEwEhYLgX4,
방문기,O,JTEwEhYLgX4,
 ,O,JTEwEhYLgX4,
|,O,JTEwEhYLgX4,
 ,O,JTEwEhYLgX4,
15개월,O,JTEwEhYLgX4,
 ,O,JTEwEhYLgX4,
아기,O,JTEwEhYLgX4,
 ,O,JTEwEhYLgX4,
브이로그,O,JTEwEhYLgX4,
 ,O,JTEwEhYLgX4,
체리튜브,O,JTEwEhYLgX4,
 ,O,JTEwEhYLgX4,
cherrytube,O,JTEwEhYLgX4,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
Vlog,O,1DcLx67c5kA,
 ,O,1DcLx67c5kA,
|,O,1DcLx67c5kA,
 ,O,1DcLx67c5kA,
이케아,B_TOR,1DcLx67c5kA,
 ,O,1DcLx67c5kA,
