단어,개체명 인식,id
일상,O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
vlog,O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
I,O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
천안,B_LOC,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
데이트,O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
브이로그,O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
??,O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
I,O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
성수미술관,B_TOR,ogsPvEW2JzE
",",O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
할머니가래떡떡볶이,O,ogsPvEW2JzE
",",O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
리틀포레스트,B_RES,ogsPvEW2JzE
",",O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
불당동,B_LOC,ogsPvEW2JzE
"데이트,",O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
천안,B_LOC,ogsPvEW2JzE
"맛집,",O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
로제떡볶이,O,ogsPvEW2JzE
",",O,ogsPvEW2JzE
 ,O,ogsPvEW2JzE
먹방,O,ogsPvEW2JzE
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
[,O,5RP5YUmdxA8
VLOG,O,5RP5YUmdxA8
],O,5RP5YUmdxA8
 ,O,5RP5YUmdxA8
일상브이로그,O,5RP5YUmdxA8
 ,O,5RP5YUmdxA8
|,O,5RP5YUmdxA8
 ,O,5RP5YUmdxA8
천안브이로그,O,5RP5YUmdxA8
 ,O,5RP5YUmdxA8
|,O,5RP5YUmdxA8
 ,O,5RP5YUmdxA8
천안카페투어,O,5RP5YUmdxA8
 ,O,5RP5YUmdxA8
|,O,5RP5YUmdxA8
 ,O,5RP5YUmdxA8
천안맛집투어,O,5RP5YUmdxA8
 ,O,5RP5YUmdxA8
|,O,5RP5YUmdxA8
 ,O,5RP5YUmdxA8
일상기록,O,5RP5YUmdxA8
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
[,O,3SbXmZkCen0
묭랑해 VLOG,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
I,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
천안,B_LOC,3SbXmZkCen0
브이로그,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
I,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
일상,O,3SbXmZkCen0
브이로,O,3SbXmZkCen0
그,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
I,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
천안카페투어,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
I,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
천안,B_LOC,3SbXmZkCen0
맛집,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
I,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
조카랑함께하는브이로그,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
I,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
친구,O,3SbXmZkCen0
생일,O,3SbXmZkCen0
 ,O,3SbXmZkCen0
],O,3SbXmZkCen0
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
[VLOG],O,Etopgvd8rms
 ,O,Etopgvd8rms
6월,O,Etopgvd8rms
 ,O,Etopgvd8rms
데이트인데,O,Etopgvd8rms
 ,O,Etopgvd8rms
7월,O,Etopgvd8rms
에,O,Etopgvd8rms
 ,O,Etopgvd8rms
올리는,O,Etopgvd8rms
 ,O,Etopgvd8rms
천안,B_LOC,Etopgvd8rms
 ,O,Etopgvd8rms
나들이,O,Etopgvd8rms
 ,O,Etopgvd8rms
브이로그??,O,Etopgvd8rms
 ,O,Etopgvd8rms
(,O,Etopgvd8rms
남자친구,O,Etopgvd8rms
 ,O,Etopgvd8rms
생일맞이,O,Etopgvd8rms
 ,O,Etopgvd8rms
쇼핑,O,Etopgvd8rms
 ,O,Etopgvd8rms
Flex?),O,Etopgvd8rms
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
03년생,O,8fxxxTCW68E
 ,O,8fxxxTCW68E
남고생,O,8fxxxTCW68E
의,O,8fxxxTCW68E
 ,O,8fxxxTCW68E
학교,O,8fxxxTCW68E
 ,O,8fxxxTCW68E
