단어,개체명 인식,id,***
Vlog,O,4Esv5VIbxc0,
.,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
단양,B_LOC,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
여행,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
브이로그,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
??,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
:,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
가을,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
국내여행/,O,4Esv5VIbxc0,
단양,B_LOC,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
맛집,O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
마늘떡갈비,O,4Esv5VIbxc0,
/,O,4Esv5VIbxc0,
카페산,B_CAF,4Esv5VIbxc0,
",",O,4Esv5VIbxc0,
 ,O,4Esv5VIbxc0,
리틀포레스트,B_CAF,4Esv5VIbxc0,
/,O,4Esv5VIbxc0,
단양구경시장,B_TOR,4Esv5VIbxc0,
/한옥숙소/,O,4Esv5VIbxc0,
가을,O,4Esv5VIbxc0,
여행지,O,4Esv5VIbxc0,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
VLOG,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
|,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
충북,O,adjMiqFKdbQ,
단양,B_LOC,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
1박2일,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
여행브이로그.,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
패러글라이,O,adjMiqFKdbQ,
딩,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
무서워요?,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
양갈비,O,adjMiqFKdbQ,
&amp;,O,adjMiqFKdbQ,
토마호크 바베큐,O,adjMiqFKdbQ,
에,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
맥주,O,adjMiqFKdbQ,
는,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
덤.,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
마늘떡갈비,O,adjMiqFKdbQ,
먹고,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
산카,O,adjMiqFKdbQ,
페투어.,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
단양강,B_TOR,adjMiqFKdbQ,
잔도,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
걷고,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
알파인코스터타기,O,adjMiqFKdbQ,
 ,O,adjMiqFKdbQ,
(,O,adjMiqFKdbQ,
온달스테이,O,adjMiqFKdbQ,
),O,adjMiqFKdbQ,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
[,O,f8v399Doq4I,
V,O,f8v399Doq4I,
LOG],O,f8v399Doq4I,
 ,O,f8v399Doq4I,
하늘,O,f8v399Doq4I,
 ,O,f8v399Doq4I,
위에서,O,f8v399Doq4I,
