단어,개체명 인식,id,***
#여행,O,nPcHGWuxRCU,
유튜버,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
#여락,O,nPcHGWuxRCU,
이들,O,nPcHGWuxRCU,
ㅡㅡㅡ,ㅡㅡㅡ,nPcHGWuxRCU,
이,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
영상은,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
고양시관광컨벤션협의회,O,nPcHGWuxRCU,
에서,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
소정의,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
원고료를,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
지급받아,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
제작되었습니다.,O,nPcHGWuxRCU,
ㅡㅡㅡ,ㅡㅡㅡ,nPcHGWuxRCU,
여러분,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
안녕!,O,nPcHGWuxRCU,
ㅡㅡㅡ,ㅡㅡㅡ,nPcHGWuxRCU,
드디어,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
24시,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
카페를,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
벗어나,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
서울,B_LOC,nPcHGWuxRCU,*
에,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
작업실을,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
월세로,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
계약했습니다,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
히히,O,nPcHGWuxRCU,
ㅡㅡㅡ,ㅡㅡㅡ,nPcHGWuxRCU,
여러분들께,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
더,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
재밌는,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
영상을,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
보여드리기,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
위해,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
열씨미,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
편집할,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
소듕한,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
공간이에요!!!,O,nPcHGWuxRCU,
ㅡㅡㅡ,ㅡㅡㅡ,nPcHGWuxRCU,
이마트 트레이더스,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
처음,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
가봤는데,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
정말,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
눈돌아,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
갈만한,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
아이들이,O,nPcHGWuxRCU,
 ,O,nPcHGWuxRCU,
많더라구요,O,nPcHGWuxRCU,
ㅡㅡㅡ,ㅡㅡㅡ,nPcHGWuxRCU,
서울,B_LOC,nPcHGWuxRCU,*
