단어,개체명 인식,id
뉴발란스,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
운동화,O,3d0fWaiLllQ
를,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
선물,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
받았습니다,O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
8년 만,O,3d0fWaiLllQ
에,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
신어보는,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
뉴발란스,O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
유행은,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
돌고,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
도는,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
게,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
맞나,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
봐요,O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
대학생,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
때,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
뉴발,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
좋아했는데,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
말이죠,O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
530,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
스틸블루,O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
뉴발란스 MR530KC,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
스틸블루,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
"99,000원",O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
스틸 그레이,O,3d0fWaiLllQ
와,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
스틸 블루,O,3d0fWaiLllQ
가,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
새로,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
나온,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
색상이라고,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
합니다,O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
운동화,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
선물을,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
"받다니,",O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
집수니는,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
행복합니다,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
>.<,O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
스틸 그레이,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
색상은,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
품절이라고,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
하더라고요!,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
어마어마한,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
인기,O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
평소에,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
운동화,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
250,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
신는데,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
뉴발란스,O,3d0fWaiLllQ
는,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
245,O,3d0fWaiLllQ
로,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
신어요,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
-!,O,3d0fWaiLllQ
ㅡㅡㅡ,ㅡㅡㅡ,3d0fWaiLllQ
저는,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
칼,O,3d0fWaiLllQ
발에,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
"평발인데,",O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
진짜,O,3d0fWaiLllQ
 ,O,3d0fWaiLllQ
너~무,O,3d0fWaiLllQ
