단어,개체명 인식,id,***
주빛나래 여행,O,30SBBmq_tHE,
vlog,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
두번째,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
전라도,B_LOC,30SBBmq_tHE,
여행,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
#1,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
이번엔,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
여행영상이예요,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
광주,B_LOC,30SBBmq_tHE,
를,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
다녀왔답니다,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
!!,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
2월,O,30SBBmq_tHE,
에,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
갔던영상이지만,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
전라도,B_LOC,30SBBmq_tHE,
는,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
날씨가,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
너무,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
따뜻했어요,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
친구,O,30SBBmq_tHE,
의,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
추천으로,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
전라남도,B_LOC,30SBBmq_tHE,
를,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
가보았는데,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
전라남도,B_LOC,30SBBmq_tHE,
의,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
많은,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
지역중,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
광주,B_LOC,30SBBmq_tHE,
",",O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
목표,O,30SBBmq_tHE,
",",O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
진도,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
이렇게만,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
슬~쩍,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
다녀와봤습니당,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
1박 2일,O,30SBBmq_tHE,
의,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
일정이라,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
1탄,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
2탄,O,30SBBmq_tHE,
으로,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
나눴어요,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
1탄,O,30SBBmq_tHE,
인,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
광주,B_LOC,30SBBmq_tHE,
에서의,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
일정,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
재밌게봐주세용!,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
사실,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
힐링하러간건데...,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
웨때무네...,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
일정이,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
많아졌는디...,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
ㅎㅎ;;,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
공항에내려서,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
#,O,30SBBmq_tHE,
빛고을,B_RES,30SBBmq_tHE,
떡갈비,I_RES,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
#,O,30SBBmq_tHE,
전일빌딩,B_TOR,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
#,O,30SBBmq_tHE,
펭귄마을,B_TOR,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
#,O,30SBBmq_tHE,
송정역시장,B_TOR,30SBBmq_tHE,
1913,I_TOR,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
1일차,O,30SBBmq_tHE,
치곤,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
"무난한가욤,,,?",O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
ㅎㅎ,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
영상이,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
무지많아서,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
정말,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
많이,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
줄였어요,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
ㅠ,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
제,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
영상을,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
보고,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
광주,B_LOC,30SBBmq_tHE,
에,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
가보신다면,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
제루트대,O,30SBBmq_tHE,
로,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
가보시는거,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
추천드려요!,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
바쁘게,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
돌아다녔지만,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
그래도,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
많이,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
보고오는,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
여행이되는,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
느낌일거예요,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
??,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
2탄,O,30SBBmq_tHE,
은,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
좀,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
여유로운,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
영상,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
되어볼게요~,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
ㅎㅎ,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
tip.입장료는,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
전부,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
무료입니다,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
intagram,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
|,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
http,O,30SBBmq_tHE,
s://,O,30SBBmq_tHE,
www.instagram.com/twinkle__lia,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
jjutwinkle21@gmail,O,30SBBmq_tHE,
.com,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,30SBBmq_tHE,
#,O,30SBBmq_tHE,
광주,B_LOC,30SBBmq_tHE,
여행브이로그,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
#,O,30SBBmq_tHE,
광주,B_LOC,30SBBmq_tHE,
브이로그,O,30SBBmq_tHE,
 ,O,30SBBmq_tHE,
#,O,30SBBmq_tHE,
광주,B_LOC,30SBBmq_tHE,
여행,O,30SBBmq_tHE,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
#,O,rR7sgy6oV58,
광주,B_LOC,rR7sgy6oV58,
여행브이로그,O,rR7sgy6oV58,
 ,O,rR7sgy6oV58,
#,O,rR7sgy6oV58,
광주,B_LOC,rR7sgy6oV58,
브이로그,O,rR7sgy6oV58,
 ,O,rR7sgy6oV58,
#,O,rR7sgy6oV58,
광주,B_LOC,rR7sgy6oV58,
