단어,개체명 인식,id
(ENG,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
SUB),O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
바이크,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
여행,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
/,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
동해,B_LOC,P7QLfnx6B5M
바다로,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
떠나는,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
피크닉,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
여행,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
/,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
Motorcycle,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
Trip,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
in,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
Korea,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
/,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
4K,O,P7QLfnx6B5M
화질,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
/,O,P7QLfnx6B5M
 ,O,P7QLfnx6B5M
R1250RS,O,P7QLfnx6B5M
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
[sub],O,f0xGlln_vEE
 ,O,f0xGlln_vEE
동해,B_LOC,f0xGlln_vEE
 ,O,f0xGlln_vEE
감성숙소,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
|,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
오션뷰,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
끝판왕,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
|,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
어쩌다,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
어달,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
|,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
여름,O,f0xGlln_vEE
에,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
올리는,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
겨울,O,f0xGlln_vEE
여행,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
브이로그,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
|,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
East,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
Sea,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
Pension,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
|,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
Travel,O,f0xGlln_vEE
 ,O,f0xGlln_vEE
vlog,O,f0xGlln_vEE
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
[,O,c76-1SJapuA
Kore,O,c76-1SJapuA
a,O,c76-1SJapuA
 ,O,c76-1SJapuA
Travel],O,c76-1SJapuA
 ,O,c76-1SJapuA
East-sea,O,c76-1SJapuA
 ,O,c76-1SJapuA
Scuba,O,c76-1SJapuA
 ,O,c76-1SJapuA
Travels,O,c76-1SJapuA
 ,O,c76-1SJapuA
동해,B_LOC,c76-1SJapuA
 ,O,c76-1SJapuA
고성,B_LOC,c76-1SJapuA
 ,O,c76-1SJapuA
문암,O,c76-1SJapuA
