단어,개체명 인식,id
하동,B_LOC,Kp5EIsOOJO0
 ,O,Kp5EIsOOJO0
십리벚꽃길,B_TOR,Kp5EIsOOJO0
 ,O,Kp5EIsOOJO0
2020.4.2,O,Kp5EIsOOJO0
.,O,Kp5EIsOOJO0
ㅡㅡㅡ,ㅡㅡㅡ,Kp5EIsOOJO0
Cherry,O,Kp5EIsOOJO0
 ,O,Kp5EIsOOJO0
blossom,O,Kp5EIsOOJO0
 ,O,Kp5EIsOOJO0
ending,O,Kp5EIsOOJO0
ㅡㅡㅡ,ㅡㅡㅡ,Kp5EIsOOJO0
Korea,O,Kp5EIsOOJO0
",",O,Kp5EIsOOJO0
 ,O,Kp5EIsOOJO0
Hadong,O,Kp5EIsOOJO0
ㅡㅡㅡ,ㅡㅡㅡ,Kp5EIsOOJO0
hwa,O,Kp5EIsOOJO0
 ,O,Kp5EIsOOJO0
gae,O,Kp5EIsOOJO0
 ,O,Kp5EIsOOJO0
local,O,Kp5EIsOOJO0
 ,O,Kp5EIsOOJO0
market,O,Kp5EIsOOJO0
ㅡㅡㅡ,ㅡㅡㅡ,Kp5EIsOOJO0
화개장터,B_TOR,Kp5EIsOOJO0
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
사천,B_LOC,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
유화식당,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
석쇠구이,O,EQlMoo0dNZY
로,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
유명한,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
맛집이래요!,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
뜨끈한,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
누룽지,O,EQlMoo0dNZY
는,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
셀프로,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
떠먹어야해요.,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
석쇠구이,O,EQlMoo0dNZY
와,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
반찬들이,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
나왔어요,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
숯불맛이,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
솔솔나는,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
맛있었던,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
불고기,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
"카페,",O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
로터스,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
빵,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
맛집이라고,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
하는,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
이곳은,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
요즘,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
아주,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
핫합니다,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
다,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
맛있어보이네요.,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
맛있는,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
빵,O,EQlMoo0dNZY
과,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
아메리카노,O,EQlMoo0dNZY
를,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
주문했습니다,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
1층,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
입구,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
쪽은,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
이렇게,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
꾸며져있어요,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
카페 로터스,O,EQlMoo0dNZY
의,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
제일,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
인기있는,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
공간은,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
바로바로,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
계단식,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
소파베드가,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
있는,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
이,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
곳입니다.,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
2층,O,EQlMoo0dNZY
으로,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
올라가,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
볼게요.,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
공간이,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
아~주,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
넓어요,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
평일,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
점심시간,O,EQlMoo0dNZY
이라,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
조용하네요.,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
연꽃,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
필,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
무렵에,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
오면,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
좋을,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
것,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
같아요,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
맛있겠다..,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
햇빛,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
받으며,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
먹는,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
커피,O,EQlMoo0dNZY
와,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
빵,O,EQlMoo0dNZY
은,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
최고!!,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
하동,B_LOC,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
스타웨이,B_TOR,EQlMoo0dNZY
(,O,EQlMoo0dNZY
스카이워크,B_TOR,EQlMoo0dNZY
),O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
가는,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
길,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
꽤나,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
높은,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
곳에,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
위치한,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
스타웨이,B_TOR,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
스타웨이,B_TOR,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
입장료는,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
"3,000원",O,EQlMoo0dNZY
이었어요,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
카페를,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
이용하면,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
음료가,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
2천원,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
할인됩니다,O,EQlMoo0dNZY
ㅡㅡㅡ,ㅡㅡㅡ,EQlMoo0dNZY
탁,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
트인,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
섬진강,B_TOR,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
뷰를,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
한번에,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
볼,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
수,O,EQlMoo0dNZY
 ,O,EQlMoo0dNZY
있어요,O,EQlMoo0dNZY
