단어,개체명 인식,id
#,O,9WQGniV1-tI
광안리,B_TOR,9WQGniV1-tI
 ,O,9WQGniV1-tI
#,O,9WQGniV1-tI
h,O,9WQGniV1-tI
bd,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
프링,O,9WQGniV1-tI
이들,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
항상,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
코로나,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
조심해요,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
????,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
영상은,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
2주 전,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
영상입니다,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
!,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
오늘,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
영상도,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
보러와줘서,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
고마워용,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
구독,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
쪼아요,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
부탁드려요,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
?????????,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
인스타그램,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
-,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
dear.zia,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
[MUSIC],O,9WQGniV1-tI
 ,O,9WQGniV1-tI
#NAME?,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
provided,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
by,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
브금,O,9WQGniV1-tI
대통령,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
Track,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
:,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
말괄량이의,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
하루,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
-,O,9WQGniV1-tI
 ,O,9WQGniV1-tI
https,O,9WQGniV1-tI
