단어,개체명 인식,id
??,O,GJIXlaRRYUk
1박2일,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
경주,B_LOC,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
뚜벅이,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
여행,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
코스,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
추천!,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
사진찍기,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
좋은,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
곳.맛집.소품샵.카페,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
추천,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
(,O,GJIXlaRRYUk
황리단길,B_LOC,GJIXlaRRYUk
/,O,GJIXlaRRYUk
대릉원,B_TOR,GJIXlaRRYUk
/,O,GJIXlaRRYUk
첨성대,B_TOR,GJIXlaRRYUk
/,O,GJIXlaRRYUk
불국사,B_TOR,GJIXlaRRYUk
/,O,GJIXlaRRYUk
동궁과월지,B_TOR,GJIXlaRRYUk
),O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
Gyeongju,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
trip,O,GJIXlaRRYUk
 ,O,GJIXlaRRYUk
vlog,O,GJIXlaRRYUk
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
(Eng),O,-fOl2j708d4
 ,O,-fOl2j708d4
VLOG,O,-fOl2j708d4
 ,O,-fOl2j708d4
::,O,-fOl2j708d4
 ,O,-fOl2j708d4
경주,B_LOC,-fOl2j708d4
 ,O,-fOl2j708d4
여행,O,-fOl2j708d4
 ,O,-fOl2j708d4
브이로그??,O,-fOl2j708d4
 ,O,-fOl2j708d4
황리단길,B_LOC,-fOl2j708d4
 ,O,-fOl2j708d4
"카페,맛집,숙소",O,-fOl2j708d4
 ,O,-fOl2j708d4
추천!,O,-fOl2j708d4
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
2박 3일,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
꽉,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
채운,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
경주,B_LOC,1leuwYEWUYc
 ,O,1leuwYEWUYc
여행,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
브이로그,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
|,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
핫,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
하다는,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
경주,B_LOC,1leuwYEWUYc
 ,O,1leuwYEWUYc
여행지는,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
다,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
갔다,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
??|,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
Korea,O,1leuwYEWUYc
",",O,1leuwYEWUYc
 ,O,1leuwYEWUYc
Gyeongju,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
travel,O,1leuwYEWUYc
 ,O,1leuwYEWUYc
vlog,O,1leuwYEWUYc
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
우리가,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
다시,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
경주,B_LOC,xRjAnMbrdPU
에,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
가야하는,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
이유,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
|,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
경상북도,B_LOC,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
경주,B_LOC,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
"여행,",O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
시네마틱,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
여행,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
Cinematic,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
travel,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
"video,",O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
국내여행,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
가볼만한,O,xRjAnMbrdPU
 ,O,xRjAnMbrdPU
곳,O,xRjAnMbrdPU
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
경주,B_LOC,1A4bEsIvpZU
 ,O,1A4bEsIvpZU
먹방여행??,O,1A4bEsIvpZU
#2,O,1A4bEsIvpZU
_푸짐한,O,1A4bEsIvpZU
 ,O,1A4bEsIvpZU
현지인,O,1A4bEsIvpZU
&#39,O,1A4bEsIvpZU
/,O,1A4bEsIvpZU
매운등갈비찜,O,1A4bEsIvpZU
+,O,1A4bEsIvpZU
안심카츠,O,1A4bEsIvpZU
+,O,1A4bEsIvpZU
오무라이스,O,1A4bEsIvpZU
+,O,1A4bEsIvpZU
크림옥수수,O,1A4bEsIvpZU
+,O,1A4bEsIvpZU
황남빵,O,1A4bEsIvpZU
 ,O,1A4bEsIvpZU
?,O,1A4bEsIvpZU
자식,O,1A4bEsIvpZU
아~!!!(,O,1A4bEsIvpZU
"ENG,JP SUB",O,1A4bEsIvpZU
),O,1A4bEsIvpZU
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
6월,O,8d5V_H5TDC8
 ,O,8d5V_H5TDC8
나,O,8d5V_H5TDC8
 ,O,8d5V_H5TDC8
혼자,O,8d5V_H5TDC8
 ,O,8d5V_H5TDC8
경주,B_LOC,8d5V_H5TDC8
 ,O,8d5V_H5TDC8
여행,O,8d5V_H5TDC8
 ,O,8d5V_H5TDC8
브이로그?뚜벅이,O,8d5V_H5TDC8
 ,O,8d5V_H5TDC8
코스?,O,8d5V_H5TDC8
(,O,8d5V_H5TDC8
무열왕릉,B_TOR,8d5V_H5TDC8
",",O,8d5V_H5TDC8
 ,O,8d5V_H5TDC8
가봉반과,B_RES,8d5V_H5TDC8
",",O,8d5V_H5TDC8
소품샵,O,8d5V_H5TDC8
",",O,8d5V_H5TDC8
빛꾸리,B_CAF,8d5V_H5TDC8
",",O,8d5V_H5TDC8
어서어서,B_TOR,8d5V_H5TDC8
누군가의책방,B_TOR,8d5V_H5TDC8
",",O,8d5V_H5TDC8
황남제빵소,B_CAF,8d5V_H5TDC8
",",O,8d5V_H5TDC8
료코,B_RES,8d5V_H5TDC8
",",O,8d5V_H5TDC8
대릉원,B_TOR,8d5V_H5TDC8
)?,O,8d5V_H5TDC8
Gyeongju Vlog in,O,8d5V_H5TDC8
 ,O,8d5V_H5TDC8
June,O,8d5V_H5TDC8
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
(ENG),O,VrHUBc3Ew3Y
 ,O,VrHUBc3Ew3Y
3박 4일,O,VrHUBc3Ew3Y
 ,O,VrHUBc3Ew3Y
경주,B_LOC,VrHUBc3Ew3Y
여행,O,VrHUBc3Ew3Y
 ,O,VrHUBc3Ew3Y
브이로그ㅣ,O,VrHUBc3Ew3Y
경주월드,B_TOR,VrHUBc3Ew3Y
??ㅣ냠냠이에서,O,VrHUBc3Ew3Y
 ,O,VrHUBc3Ew3Y
친구,O,VrHUBc3Ew3Y
가,O,VrHUBc3Ew3Y
 ,O,VrHUBc3Ew3Y
된,O,VrHUBc3Ew3Y
 ,O,VrHUBc3Ew3Y
닮이,O,VrHUBc3Ew3Y
