단어,개체명 인식,id,***
[VLOG],O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
1박2일,O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
속초,B_LOC,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
여행,O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
브이로그,O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
|,O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
속초,B_LOC,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
신상,O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
핫플,O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
다,O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
다녀옴,O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
🌊,O,XlL5gWXbGyA,
 ,O,XlL5gWXbGyA,
(,O,XlL5gWXbGyA,
바우지움미술관,B_TOR,XlL5gWXbGyA,
/,O,XlL5gWXbGyA,
문우당서림,B_TOR,XlL5gWXbGyA,
/,O,XlL5gWXbGyA,
오션뷰카페,B_CAF,XlL5gWXbGyA,
/,O,XlL5gWXbGyA,
하마식당,B_RES,XlL5gWXbGyA,
/,O,XlL5gWXbGyA,
옥란푸딩,B_CAF,XlL5gWXbGyA,
/,O,XlL5gWXbGyA,
속초중앙시장,B_TOR,XlL5gWXbGyA,
/,O,XlL5gWXbGyA,
엄지네포장마차,B_RES,XlL5gWXbGyA,
),O,XlL5gWXbGyA,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
V,O,8J-Bgq8ZhVw,
LOG,O,8J-Bgq8ZhVw,
 ,O,8J-Bgq8ZhVw,
|,O,8J-Bgq8ZhVw,
 ,O,8J-Bgq8ZhVw,
2박3일,O,8J-Bgq8ZhVw,
 ,O,8J-Bgq8ZhVw,
먹방,O,8J-Bgq8ZhVw,
 ,O,8J-Bgq8ZhVw,
속초여행브이로그,O,8J-Bgq8ZhVw,
",",O,8J-Bgq8ZhVw,
 ,O,8J-Bgq8ZhVw,
먹,O,8J-Bgq8ZhVw,
방브이로그,O,8J-Bgq8ZhVw,
(,O,8J-Bgq8ZhVw,
중앙시장,B_TOR,8J-Bgq8ZhVw,
",",O,8J-Bgq8ZhVw,
 ,O,8J-Bgq8ZhVw,
우동당,B_RES,8J-Bgq8ZhVw,*
",",O,8J-Bgq8ZhVw,
 ,O,8J-Bgq8ZhVw,
선크림젤라또,B_CAF,8J-Bgq8ZhVw,
),O,8J-Bgq8ZhVw,
 ,O,8J-Bgq8ZhVw,
속초,B_LOC,8J-Bgq8ZhVw,
카페(,O,8J-Bgq8ZhVw,
보사노바,B_CAF,8J-Bgq8ZhVw,
",",O,8J-Bgq8ZhVw,
 ,O,8J-Bgq8ZhVw,
