단어,개체명 인식,id,***
울산,B_LOC,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
대왕암 공원,B_TOR,0-8esM3GwGo,
의,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
계절마다,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
새로운,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
옷으로,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
갈아입은,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
모습이,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
새롭네요...,O,0-8esM3GwGo,
ㅡㅡㅡ,ㅡㅡㅡ,0-8esM3GwGo,
울기등대,B_TOR,0-8esM3GwGo,
와,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
대왕암,B_TOR,0-8esM3GwGo,
",",O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
15000 그루,O,0-8esM3GwGo,
의,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
해송,O,0-8esM3GwGo,
은,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
신비롭기까지,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
합니다..,O,0-8esM3GwGo,
ㅡㅡㅡ,ㅡㅡㅡ,0-8esM3GwGo,
산책후,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
인접한,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
울산,B_LOC,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
동구,B_LOC,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
일산해수욕장,B_TOR,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
해변과,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
주변,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
"횟집,",O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
식당들이,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
있어,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
여행하기에,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
좋은,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
곳이에요,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
.,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
우리,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
함께,O,0-8esM3GwGo,
 ,O,0-8esM3GwGo,
걸어요..~!,O,0-8esM3GwGo,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
안녕하세요,O,PA-Voi8ZLTw,
 ,O,PA-Voi8ZLTw,
닥터필름,O,PA-Voi8ZLTw,
 ,O,PA-Voi8ZLTw,
입니다,O,PA-Voi8ZLTw,
ㅡㅡㅡ,ㅡㅡㅡ,PA-Voi8ZLTw,
오늘,O,PA-Voi8ZLTw,
은,O,PA-Voi8ZLTw,
 ,O,PA-Voi8ZLTw,
밤,O,PA-Voi8ZLTw,
이,O,PA-Voi8ZLTw,
 ,O,PA-Voi8ZLTw,
되면,O,PA-Voi8ZLTw,
 ,O,PA-Voi8ZLTw,
더욱,O,PA-Voi8ZLTw,
 ,O,PA-Voi8ZLTw,
밝은,O,PA-Voi8ZLTw,
 ,O,PA-Voi8ZLTw,
빛을,O,PA-Voi8ZLTw,
 ,O,PA-Voi8ZLTw,
내는,O,PA-Voi8ZLTw,
ㅡㅡㅡ,ㅡㅡㅡ,PA-Voi8ZLTw,
우리나라,O,PA-Voi8ZLTw,
 ,O,PA-Voi8ZLTw,
