단어,개체명 인식,id
강릉,B_LOC,GeynG59EXrw
 ,O,GeynG59EXrw
여행,O,GeynG59EXrw
 ,O,GeynG59EXrw
_,O,GeynG59EXrw
 ,O,GeynG59EXrw
떠먹여주는,O,GeynG59EXrw
 ,O,GeynG59EXrw
여행,O,GeynG59EXrw
 ,O,GeynG59EXrw
코스,O,GeynG59EXrw
 ,O,GeynG59EXrw
/,O,GeynG59EXrw
 ,O,GeynG59EXrw
자신있게,O,GeynG59EXrw
 ,O,GeynG59EXrw
추천하는,O,GeynG59EXrw
 ,O,GeynG59EXrw
"맛집,",O,GeynG59EXrw
 ,O,GeynG59EXrw
가볼만한,O,GeynG59EXrw
 ,O,GeynG59EXrw
곳,O,GeynG59EXrw
 ,O,GeynG59EXrw
꽉꽉,O,GeynG59EXrw
 ,O,GeynG59EXrw
채워,O,GeynG59EXrw
 ,O,GeynG59EXrw
12곳,O,GeynG59EXrw
 ,O,GeynG59EXrw
완벽,O,GeynG59EXrw
 ,O,GeynG59EXrw
정리,O,GeynG59EXrw
 ,O,GeynG59EXrw
/,O,GeynG59EXrw
 ,O,GeynG59EXrw
해수욕장,O,GeynG59EXrw
 ,O,GeynG59EXrw
비교까지,O,GeynG59EXrw
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
나홀로,O,iKx8ss8Yz4k
 ,O,iKx8ss8Yz4k
강릉,B_LOC,iKx8ss8Yz4k
먹방,O,iKx8ss8Yz4k
 ,O,iKx8ss8Yz4k
여행☔,O,iKx8ss8Yz4k
#,O,iKx8ss8Yz4k
1,O,iKx8ss8Yz4k
_멘붕연속..,O,iKx8ss8Yz4k
매콤장칼국수,O,iKx8ss8Yz4k
+,O,iKx8ss8Yz4k
짬뽕순두부,O,iKx8ss8Yz4k
+,O,iKx8ss8Yz4k
인절미크림빵,O,iKx8ss8Yz4k
+,O,iKx8ss8Yz4k
초코크림빵,O,iKx8ss8Yz4k
+,O,iKx8ss8Yz4k
치즈크림빵,O,iKx8ss8Yz4k
+,O,iKx8ss8Yz4k
삼색빵,O,iKx8ss8Yz4k
_나홀로,O,iKx8ss8Yz4k
 ,O,iKx8ss8Yz4k
