단어,개체명 인식,id,***
[,O,zOAy7S-qfB8,
V,O,zOAy7S-qfB8,
log,O,zOAy7S-qfB8,
],O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
대학생,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
브이로그,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
|,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
대전,B_LOC,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
|,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
백신,O,zOAy7S-qfB8,
접종??,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
|,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
킨토토,B_RES,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
|,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
교보문고,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
(,O,zOAy7S-qfB8,
디퓨저,O,zOAy7S-qfB8,
/,O,zOAy7S-qfB8,
수앙스튜디오,O,zOAy7S-qfB8,
),O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
|,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
첫,O,zOAy7S-qfB8,
 ,O,zOAy7S-qfB8,
유튜브,O,zOAy7S-qfB8,
??,O,zOAy7S-qfB8,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
[쳐먹는일기#,O,vKrkh9ZNrrc,
5,O,vKrkh9ZNrrc,
],O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
대전,B_LOC,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
동생,O,vKrkh9ZNrrc,
네,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
가서,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
오지게,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
먹는,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
브이로그,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
1,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
|,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
성심당,B_CAF,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
당면튀김떡볶이,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
마라탕,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
파스타,O,vKrkh9ZNrrc,
 ,O,vKrkh9ZNrrc,
마카롱,O,vKrkh9ZNrrc,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
[,O,AbFUWOkoSaY,
VLOG,O,AbFUWOkoSaY,
],O,AbFUWOkoSaY,
 ,O,AbFUWOkoSaY,
off,O,AbFUWOkoSaY,
 ,O,AbFUWOkoSaY,
일상,O,AbFUWOkoSaY,
 ,O,AbFUWOkoSaY,
브이로그,O,AbFUWOkoSaY,
 ,O,AbFUWOkoSaY,
|,O,AbFUWOkoSaY,
 ,O,AbFUWOkoSaY,
데이트,O,AbFUWOkoSaY,
 ,O,AbFUWOkoSaY,
브이로그,O,AbFUWOkoSaY,
