단어,개체명 인식,id
애프터스쿨,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
출신,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
이가은,O,Dzr4VQBvHx0
과,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
함께하는,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
전남,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
랜선,O,Dzr4VQBvHx0
 ,O,Dzr4VQBvHx0
여행기(,O,Dzr4VQBvHx0
순천,B_LOC,Dzr4VQBvHx0
편),O,Dzr4VQBvHx0
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
(ENG,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
SUB)[,O,kBJdsHuut6U
인싸갑EP,O,kBJdsHuut6U
0.7,O,kBJdsHuut6U
],O,kBJdsHuut6U
 ,O,kBJdsHuut6U
갑수형,O,kBJdsHuut6U
과,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
SF9,O,kBJdsHuut6U
이,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
떠나는,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
인싸여행,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
-,O,kBJdsHuut6U
순천,B_LOC,kBJdsHuut6U
 ,O,kBJdsHuut6U
편-,O,kBJdsHuut6U
 ,O,kBJdsHuut6U
ㅣ유료광고포함,O,kBJdsHuut6U
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
Travel.,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
순천,B_LOC,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
할머니,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
댁,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
브이로그,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
|,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
힐링하기,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
제일,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
좋은,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
"곳,",O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
아빠,O,Nm9d_AVWXrA
의,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
고향이자,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
할머니,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
댁이,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
있는,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
순천,B_LOC,Nm9d_AVWXrA
에,O,Nm9d_AVWXrA
 ,O,Nm9d_AVWXrA
다녀오다!,O,Nm9d_AVWXrA
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
Sub),O,jxt6kchPT9s
 ,O,jxt6kchPT9s
구례,O,jxt6kchPT9s
에서,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
"피크닉하고,",O,jxt6kchPT9s
 ,O,jxt6kchPT9s
순천,B_LOC,jxt6kchPT9s
 ,O,jxt6kchPT9s
대나무,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
숲,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
사이에서,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
고기,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
먹는,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
일상,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
브이로그,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
｜korean,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
"vlog,",O,jxt6kchPT9s
 ,O,jxt6kchPT9s
korean,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
"couple,",O,jxt6kchPT9s
 ,O,jxt6kchPT9s
daily,O,jxt6kchPT9s
 ,O,jxt6kchPT9s
life,O,jxt6kchPT9s
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
산후,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
조리원,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
브이로그,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
(ft.,O,Y4__PFr-drk
순천,B_LOC,Y4__PFr-drk
 ,O,Y4__PFr-drk
더마더힐,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
조리원,O,Y4__PFr-drk
),O,Y4__PFr-drk
 ,O,Y4__PFr-drk
⎢,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
Kor,O,Y4__PFr-drk
ea&#39,O,Y4__PFr-drk
;s,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
Postpartum,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
Care,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
Center,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
Vlog,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
After,O,Y4__PFr-drk
 ,O,Y4__PFr-drk
Birth,O,Y4__PFr-drk
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ
ENG/,O,36XDfiT6Jrg
 ,O,36XDfiT6Jrg
1박2일,O,36XDfiT6Jrg
 ,O,36XDfiT6Jrg
국내여행,O,36XDfiT6Jrg
 ,O,36XDfiT6Jrg
보성,O,36XDfiT6Jrg
·,O,36XDfiT6Jrg
순천,B_LOC,36XDfiT6Jrg
 ,O,36XDfiT6Jrg
:,O,36XDfiT6Jrg
 ,O,36XDfiT6Jrg
대한다원,O,36XDfiT6Jrg
 ,O,36XDfiT6Jrg
녹차,O,36XDfiT6Jrg
