단어,개체명 인식,id
바람도,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
구름도,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
쉬어가는,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
만휴정,B_TOR,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
만휴정길로,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
올라가다,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
보면,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
묵계계곡,B_TOR,ZGr3sEar3Wc
의,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
시원한,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
송암폭포,B_TOR,ZGr3sEar3Wc
가,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
인사를,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
합니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
폭포,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
소리만,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
들어도,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
힐링이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
됩니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
만휴정,B_TOR,ZGr3sEar3Wc
은,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
폭포와,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
흐르는,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
"물,",O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
"바람,",O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
"나무,",O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
그리고,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
구름이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
함께,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
어우러지는,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
자연의,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
공간입니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
만휴정,B_TOR,ZGr3sEar3Wc
은,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
조선시대,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
문신,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
김계행,O,ZGr3sEar3Wc
이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
늙어서,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
산책과,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
독서로,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
지낸,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
곳입니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
아담한,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
크기의,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
만휴정,B_TOR,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
드라마,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
`,O,ZGr3sEar3Wc
미스터션샤인,O,ZGr3sEar3Wc
`,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
이후,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
많은,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
사람들이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
만휴정,B_TOR,ZGr3sEar3Wc
을,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
찾고,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
있습니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
만휴정,B_TOR,ZGr3sEar3Wc
에서,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
이곳,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
다리,O,ZGr3sEar3Wc
가,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
가장,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
사진,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
찍기,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
좋은곳입니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
보는내내,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
저까지,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
행복해,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
합니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
저는,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
인생,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
사진이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
아니라,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
인생,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
영상을,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
찍었답니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
물론,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
원격으로,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
셀카이지만요.,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
하하하~~,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
영상,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
편집을,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
하다,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
보니,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
가방을,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
메고...,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
안,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
메고..,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
엉망입니다.,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
하하~~,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
이해해,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
주세요~,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
물에,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
빠져서,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
맨발로,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
다닌다고,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
하네요~,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
사투리가,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
정겹네요~,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
마치,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
소녀가,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
된,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
듯...,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
너무,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
행복해,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
보이지,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
않나요?,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
구름다리로,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
인해,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
만휴정,B_TOR,ZGr3sEar3Wc
이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
더욱,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
풍성해집니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
평일,O,ZGr3sEar3Wc
이었는데,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
불구하고,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
많은,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
여행객,O,ZGr3sEar3Wc
들이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
오네요.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
멋진,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
꼬마,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
친구,O,ZGr3sEar3Wc
가,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
조심스럽게,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
계단을,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
내려옵니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
촬영,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
협조해,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
주셔서,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
감사합니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
문고리,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
하나,O,ZGr3sEar3Wc
로,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
멋이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
느껴집니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
여기저기,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
눈치를,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
보시더니..,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
역시,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
카플,O,ZGr3sEar3Wc
들이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
많이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
오네요,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
매번,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
원격으로,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
뭔맨쇼,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
연기를,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
하는,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
제,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
모습이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
웃습네요,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
~,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
드라마,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
`,O,ZGr3sEar3Wc
미스터션샤인,O,ZGr3sEar3Wc
`의,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
이병헌,O,ZGr3sEar3Wc
",",O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
김태리,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
씬을,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
찍은,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
그곳입니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
물과,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
초록이,O,ZGr3sEar3Wc
들이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
소통하는,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
공간이,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
사랑스럽기만,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
합니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
이번,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
촬영은,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
힐링하며,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
여유있게,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
촬영을,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
했답니다.,O,ZGr3sEar3Wc
ㅡㅡㅡ,ㅡㅡㅡ,ZGr3sEar3Wc
자동초점,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
설정을,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
안해서,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
흐리게,O,ZGr3sEar3Wc
 ,O,ZGr3sEar3Wc
나왔어요.,O,ZGr3sEar3Wc
