단어,개체명 인식,id
안녕하세요,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
~,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
오늘,O,bTkBDfR43pE
은,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
대구,B_LOC,bTkBDfR43pE
중고명품,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
동성로,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
본점,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
고이비토,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
방문했어요!,O,bTkBDfR43pE
ㅡㅡㅡ,ㅡㅡㅡ,bTkBDfR43pE
안녕하세요,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
~,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
오늘,O,bTkBDfR43pE
은,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
대구,B_LOC,bTkBDfR43pE
중고명품,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
동성로,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
본점,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
고이비토,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
방문했어요!,O,bTkBDfR43pE
ㅡㅡㅡ,ㅡㅡㅡ,bTkBDfR43pE
고이비토,O,bTkBDfR43pE
는,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
중고,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
명품의류를,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
현금으로,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
판매할,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
수,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
있는,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
곳이랍니다.,O,bTkBDfR43pE
ㅡㅡㅡ,ㅡㅡㅡ,bTkBDfR43pE
고이비토 강남본점,O,bTkBDfR43pE
",",O,bTkBDfR43pE
부산센텀,O,bTkBDfR43pE
"본점,",O,bTkBDfR43pE
동대문,O,bTkBDfR43pE
"점,",O,bTkBDfR43pE
대구동성로,O,bTkBDfR43pE
"본점,",O,bTkBDfR43pE
ㅡㅡㅡ,ㅡㅡㅡ,bTkBDfR43pE
인천,O,bTkBDfR43pE
"점,",O,bTkBDfR43pE
대전,O,bTkBDfR43pE
본점,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
모두,O,bTkBDfR43pE
 ,O,bTkBDfR43pE
