부산 여행  브이로그  ☀  광안대교 ,  예쁜카페,  깡통시장 ,  용두산 야경	B_LOC O O O B_TOR O O B_TOR O B_TOR O
ENG)  부산 여행  브이로그①🏖|  종강한  자  떠나라!  |  2박3일  부산 ✨|  Busan  VLOG  |  부산 여행  꿀팁🍯｜ 깡통시장 ,  흰여울마을 ,  먹방,  노래방,  광안리  해변  등등	O B_LOC O O O O O O O B_LOC O B_LOC O O B_LOC O O B_TOR O B_TOR O O O B_TOR I_TOR O
부산  여행가서  수영 은  안  하는  브이로그  |  광안리 ,  해운대 ,  서면 ,  향수  만들기  |  Travelling  Vlog	B_LOC O O O O O O O B_TOR O B_TOR O B_LOC O O O O O O
브이로그????봄  하울  언박싱,  에어팟  케이스,  컨버스 ,  또띠아  만들기,  카카오프렌즈  에스더  콜라보,  홍대  데이트  일상  VLOG	O O O O O O O O O B_TOR O O B_LOC O O O
(Eng) 친구 들과  부산 여행  브이로그  Busan  vlog  (  프리미엄버스,  광안리해수욕장 ,  해돋이,  낙곱새 ,  부산  깡통시장 )	O O O B_LOC O O B_LOC O O O B_TOR O O O O B_LOC B_TOR O
경주 여행( 13 )- 석굴암  유리 너머  모르고  가면  그냥  돌부처일  뿐입니다.	B_LOC O O O B_TOR O O O O O O O
[먹방  브이로그]  부산  여행  맛집/ 돼지국밥  순댓국  오후의 홍차  카페  갈매기살냉면  mukbang  vlog  мукбанг  Корея	O O B_LOC O O O O B_CAF I_CAF O O O O O O
부산  해운대  구남로 에있는  맛집  갈비 가맛있다  에서  돼지갈비  한사리  ht tp s:// blog.naver.com/hacker_gon/221469198973  # 갈비 가맛있다  # 해운대 맛집  # 해운대 구남로	B_LOC B_TOR O O O B_RES I_RES O O O O O O O O B_RES I_RES O B_TOR O O B_TOR O
"#브이로그  #남자브이로그  # 홍대 브이로그  경성시대 ,  응답하라  등  여러  컨셉으로  사진을  찍을  수  있는  산격동사진관홍대점 에서  사진도  찍고  홍대 의  해리포터  카페  킹스크로스 에  다녀왔습니다  :)  ------------------------------------------------------------------------------------------------  ??  LAKEY  INSPIRED  -  The  Process  Music  by  LAKEY  INSPIRED  SoundCloud :  http s:// soundcloud .com/ lakeyinspired  ??  BatchBug  -  AnotherDayOfMoon  Creative  Commons  ?  Attributio n  3  Unported  ?  CC  BY3.0  Music  provided  by  SAUNDOOO  -  https :// www. youtube .com/ channel/UC9zBFvLB_mH2Jz2vTj0_7SQ  ??[Video  Source  Support]  Youtube  channel  ""freeticon""  :  https :// www .youtube.com/ channel/UCR0gCihMuPcEafKOroPS1xg?view_as=subscr iber  ?? [Green  screen  Source  Support]  Youtube  channel  ""내눈전용  -  크로마키 """"  :  https :// www .youtube.com/ channel/UCzv-ELO_CmWozaTqG52JhoQ  contact  info.  ? usso509@ naver .com"	O O O B_LOC O O O O O O O O O O O B_TOR O O O B_LOC O O O B_CAF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
# 석굴암  # 세 계문화유산  # 경주토함산  지난늦가을  경주 를  다녀왔어요.  수학여행  이후  석굴암 은  처음이네.  그  때의  그  분위기와  너무  다른  석굴암 을  만나고  왔습니다.  비  오는  길  드라이브도  운치가  있어  너무  좋았습니다.  함께  영상으로  마음  편해졌으면  좋겠습니다.  촬영  :  iphone11pro  편집:  premiere  pro   :  macbookairM1	O B_TOR O O O O B_TOR O B_LOC O O O O B_TOR O O O O O O O O B_TOR O O O O O O O O O O O O O O O O O O O O O O O O
컴활  1급  필기  치뤘어요.  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  진짜  미친놈처럼  3일전부터  공부한  게  어이가  없음.  저처럼  하지  마세요.  하루 에  한과목씩  미친놈처럼  제꼈습니다..  그나마  컴퓨터  자격증의  공통  과목  같은  1과목  덕분에  시간을  좀  아꼈달까?..ㅜㅜ  아이티버팀목에서  유료  강의로  공부했습니다!  추천해요..  ??  홍대  닝교초  식당  ??  사케 와  에비동  ￦ 13,000  ??  후쿠이  가츠동  ￦ 9,500  ??  산토리가쿠  하이볼  ￦ 8,000  2잔  :  여기  가면  하이볼  꼭꼭꼭  드셈.  진짜  미쳤다는  말  밖에는  나오지  않는  맛임..  음식은  다  깔끔하고  만족스럽다.  들기름  모밀  먹으러  한번  더  가고  싶다.  연어 도  비리지  않고  간장새우 도  맛있다.  간장새우 는  빨간양념 이  2미 ,  그냥  간장양념 이  2미  이렇게  4미 가  나오는데  그냥  간장양념 이  더  맛있음!  아무튼  하이볼 이  최고다.  ??  홍대  카페 333  :  여기  케이크  진짜  맛있음!  생일  카페처럼  인스타  감성  카페  가면  맛은  실망하는  곳이  가끔  있는데  여긴  맛있음..  음료도  맛있고..  공간은  그렇게  넓진  않지만  알차게  꾸밀  수  있는  곳이었다.  역에서  멀지  않다.  길치는  찾는  데에  시간이  좀  걸릴  수도  있다.  ?  O AS  프렌치  앱송  애플워치  가죽  스트랩  ( 38 ·40mm ,  사이즈  M ,  에토프 )  https:// smartstore.naver.com/ oaswatchwear/products/4746074949  :  선물용으로  추천!  들인지  1년  좀  넘었는데  아직까지  멀쩡하다.  다만  물을  가까이  하거나  손목  긁히는  일이  잦은  사람들에게는  비추천.  나도  어디  나갈  때나  교체해서  착용하지  일할  때는  거의  사용하지  않는다.  고급스럽고  마감이  깔끔하다.  애플  정품  가죽  스트랩을  생각하면  훨씬  탄탄하고  가격대비  좋다고  느끼지만,  이  상품만  놓고  본다면  비싸다고  느껴지므로  잘  고려해서  구매하면  된다.  난  만족한다.  ?  두발로싹스  빅사이즈페이크삭스  https:// smartstore.naver.com/doobalro/products/5441554009  무지  장목  양말  h ttps:// smartstore.naver.com/doobalro/ products/5177606665  :  페이크삭스  좋다.  일단  넉넉해서  좋다.  크게  나오는  신발은  250mm ,  작게  나온  건  255~260mm  신어야  하는  내게  딱임.  오래  걷고  뛰어도  신발  안에서  벗겨져서  말려  있는  일이  없어서  손 이  잘  간다.  재구매  의사  있다.  장목  양말 도  세번정도  신었는데  크게  단점이  없어서  재구매  의사  있다.  ??  오큐솔루션  눈꺼풀  세정제  리퀴드  :  면봉  타입,  솜에  적셔져  있는  패드  타입,  리퀴드  타입  세가지 인데  리퀴드가  제일  덜  헤퍼보여서  구매했다.  근데  너무  귀찮고  손 이  잘  안  가서  후회하는  제품.  상품  자체가  마음에  안  드는  건  아니고  귀찮은  것  뿐이라  면봉이나  패드  타입으로  재구매  할  의사가  있다.  그리고  펌핑할  때  튀는  양이  꽤  많아서(=버려지는  양이  많다)  그닥  경제적인  것도  아닌  듯....  아이봉  대체재  찾고  있던  분들에게  추천해용  ^.^	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC B_RES I_RES O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
